screen_time,app_usage,night_usage,unlock_count,notification_count,social_media_time,gaming_time,productivity_time,weekend_usage,stress_level,anxiety_level,depression_level,sleep_quality,work_productivity,social_interactions,physical_activity,age,gender,education,occupation_type,income_level,addiction_level
5.150503627573086,8.077021321660345,2.669854286093944,185.24235568229733,392.6015684647966,2.287876311659171,1.6947740056280671,0.7395704380245298,10.565513904080614,4.0,4.0,2.0,2,3,5,2,31.002604778137837,0,2,2,2,2
6.911234550949635,2.6344649405482428,2.618686927179125,151.89194972514912,377.29176099274366,4.75035752604736,2.406648385809283,0.17323265243802127,6.658078498317764,4.0,2.0,2.0,2,3,5,1,29.36217873867289,1,3,2,2,1
8.221845179419732,5.300662604670583,3.1398942144149564,177.78676496474338,339.30192165810263,2.127545797196023,1.780291291965907,0.49736314336316667,13.245024212215633,3.0,2.0,3.0,3,2,4,2,22.348309797925225,1,2,1,3,2
5.698012845155395,6.342763001865104,4.285819122697246,132.53940546937827,209.79272390329896,4.141264703760464,1.792484187942296,0.4208902802380764,9.420253653153988,3.0,4.0,4.0,2,2,4,1,22.078340462099767,0,3,2,3,1
8.751396036691343,6.808593698313062,1.1921591637715212,192.86721495562358,495.88695905392456,5.1105001338347185,1.13759756631192,0.5312858966696596,7.19263120691237,5.0,4.0,3.0,2,3,4,2,34.83523124971203,0,3,1,3,2
6.7987226201623905,5.082347952256411,0.6413329302281938,161.8089903338097,187.71070311425518,3.6782461497636714,1.2681220249387675,0.33659111386408624,11.761386312477978,5.0,3.0,4.0,2,3,5,1,25.375713149028588,0,2,2,3,1
7.416612500413446,6.061993821070514,2.295461675255823,122.82220060329003,375.94105394258474,4.826689906130434,0.5399894778121718,0.8871532992883979,10.236678798620062,5.0,2.0,3.0,3,3,4,2,23.85233597702322,0,3,2,2,2
6.796586775541206,1.5210107638566184,1.0392924491288555,149.5190388434725,334.50270535090385,2.5604014977505987,2.3460450088894076,0.5443906641898287,4.5701007394149045,5.0,3.0,3.0,3,2,5,2,21.603988331312515,1,2,1,2,1
11.704556369017876,4.815152857799073,2.490202382969234,140.41776564251603,206.06861020151084,1.5044650327054256,0.0,0.236294934150575,7.685849206890365,4.0,2.0,4.0,3,3,4,2,23.473650683668946,0,3,1,2,2
7.973005550524132,6.8163156825980415,3.602999635355148,169.56713402551173,290.0559248897201,4.835544433731704,2.471088338382202,0.7752386460781161,9.69774334305386,3.0,4.0,2.0,2,3,5,1,26.996716176545203,0,3,1,3,2
5.884578142088199,4.231870738341577,1.9311013637372838,102.80893002501966,293.69976910042874,6.6160153511135995,0.09630161525475756,0.1207437212024885,3.6010833058933533,3.0,2.0,2.0,2,3,4,1,29.81732714496346,0,3,1,2,1
9.645089824206378,6.106171598861275,1.287808107862389,148.82593191537222,404.44661726484185,2.5059325897451616,2.4626072740766523,0.8853483132605398,9.212675213468485,3.0,2.0,3.0,3,2,4,2,31.867843659794044,0,3,1,3,2
5.5583127000579555,6.804370501444857,3.0832045940584174,216.64349080624658,242.93512797758308,5.833291270160193,1.1461824737878188,0.7973178272667691,13.263473743983802,3.0,2.0,3.0,3,3,5,2,26.640916879216682,1,2,1,2,1
8.417727190009511,5.383411438456023,4.035052181538204,151.32093228772132,279.0443994860517,4.065135113224617,0.26813131186691974,0.9169325885962358,6.041270294060444,4.0,4.0,3.0,3,2,5,1,15.726863724213523,1,3,1,3,2
4.080659752240448,6.306834787793828,0.9660318737800648,203.87764977555983,113.11443159829895,1.996462717460386,2.0792986450796365,0.4525260882675153,9.676612215649909,5.0,4.0,2.0,3,2,5,1,21.042676901172328,0,3,1,2,1
5.3436279022031385,4.267081382487698,3.984278877967181,180.9609109628421,438.78102344988616,2.302742047971756,2.428767535075775,0.35116580606498704,9.018659597812583,3.0,2.0,4.0,3,3,4,2,25.895560286781638,1,3,2,3,2
8.393722471738247,5.628099696547116,3.9807674444859913,149.70076813037014,214.3625405583943,4.023677160040975,1.0619213518964632,0.525206528279928,6.021764735287464,3.0,2.9535714285714287,2.0,2,2,5,1,38.25826928301699,1,3,1,3,1
9.476933159990821,7.0983891052606,4.144902122587954,158.66756389990692,326.152869139134,3.393306568113845,2.220610548678933,0.4746689640933406,11.298901367157063,5.0,2.9535714285714287,3.0,2,2,4,1,29.190679141785576,0,2,2,2,2
8.34273656237994,6.282551329743182,4.462176257846024,161.82662205928,291.8873736222509,2.0306305348626417,0.0,0.3041791143309463,11.094634486919512,4.0,4.0,2.0,2,3,5,1,33.41033425003848,0,3,1,3,2
7.768703435223519,4.944243714784916,5.642416709591539,166.13198416667296,292.1599226573328,1.4589410781618923,0.17940371025339963,0.33391300576230726,8.275657282869098,4.0,4.0,2.0,2,3,5,1,41.206248664738744,0,2,1,3,2
7.3977926088214225,6.403589527723428,2.572689541657134,76.97368017341569,364.78895878967,2.729921008110241,2.7924089304687287,0.39008814582006074,8.503546691520441,3.0,2.0,2.0,2,3,4,1,28.668539770829767,0,3,1,2,2
5.042956019265145,7.286297623145913,3.1314858960934298,137.9389481692261,433.70099682429077,4.290713512496677,1.276330725802084,0.14899889406804123,10.815659843988364,3.0,3.0,4.0,2,2,4,1,29.91774364551599,1,2,1,2,2
6.5603115832105825,2.3101056985605397,2.5002738801023696,90.62243727226294,320.11949359535936,3.990398871095293,0.0,0.7033889868798003,8.498342142220483,3.0,3.0,3.0,2,2,5,1,30.30943012630215,0,3,2,3,1
7.078722458080425,8.086333316920616,3.002372213706973,201.13123789837945,352.4062414104421,3.2481430637498825,0.8011338195580063,0.48431085872869806,4.1727294986996135,4.0,4.0,2.0,2,2,4,1,30.50571170205364,1,2,1,2,2
10.11424445243783,5.39474147037407,4.839448026763574,147.5660191998829,326.31132293816324,4.302830791437224,0.5765995274749193,0.40748645922990595,10.217341393499819,3.0,3.0,2.0,2,3,5,2,21.664124827642382,1,3,1,2,2
8.687236579136922,6.765881879832414,1.3859826192831974,142.26636201281508,381.4025139144501,5.560040079794032,1.3340382685270753,0.16689375171749682,6.966851698153729,5.0,2.0,3.0,3,2,5,1,34.00046734470524,0,2,1,3,2
4.473919689274532,8.15504446256141,1.9667403934013095,185.8718932813294,262.9666896410938,4.5911897656512215,1.1292490161923525,0.15188810669976055,8.025392363956016,4.0,3.0,2.0,2,3,5,1,30.79895779990052,0,2,1,2,1
8.648167938789591,3.5309873449851614,4.652617123805474,166.892991897995,386.0312443533131,3.818036992915629,1.678931728938161,1.0807742152167237,12.644676419878689,4.0,3.0,2.0,2,3,5,1,23.37972726675457,0,3,1,2,2
7.229835439167367,4.723006195630417,4.224043808282508,104.85461942483171,388.8399892517907,5.392108009991033,1.4305339483874253,0.3118227611415291,8.665053814978005,5.0,3.0,2.0,2,2,5,1,28.607353606322093,1,3,1,2,2
6.646155999388083,5.480612347423731,2.5642420238195065,147.16378549890524,386.60296069463277,2.5602245466755575,2.8597392550370184,0.6831585182627979,9.004337339684684,5.0,4.0,2.944081632653061,3,2,5,2,15.136017349030991,0,3,2,2,2
9.223352577681736,4.589243661976029,4.025282401344864,136.5933210709446,247.18817061308192,3.6626206906669725,1.9245485997196692,0.5487903409700531,10.274168188658994,4.0,2.0,3.0,3,2,5,2,17.730601966190342,1,2,1,3,2
10.061999044991902,9.122885836506256,3.4094590109904397,80.21868445575784,286.53298926102474,3.698368096599448,1.9576716111935861,0.0,10.26333485968508,3.0,4.0,2.0,2,3,5,2,37.07745453702748,0,2,2,2,2
9.862560238232398,4.4578102311117735,4.800329530801186,122.38895067051182,319.1573591024348,2.144570112335732,2.665157123894522,1.0377352469415777,6.702005581555541,4.0,3.0,4.0,2,2,5,1,28.268025761519095,0,3,2,3,2
6.321564953554723,5.00001579692364,3.089411512592127,142.65838711934137,190.33263641367955,3.370188756573463,1.1112312495704182,0.7052251936328349,8.849253711164064,3.0,4.0,2.0,2,3,5,2,40.643543901866096,1,2,1,2,1
7.381575248297571,6.367900256885358,4.230758536647099,145.4019627403263,427.5936166468812,0.8875604786570452,0.23812255664151483,0.26969895370855734,9.090381319814568,5.0,2.0,4.0,2,2,5,2,30.50175235811363,1,3,1,2,2
8.662526862807129,3.83613085306304,6.170414292591143,90.71074305290765,299.0178773198259,6.86826707149443,2.706970324632249,0.4914900486711214,9.680067241572068,3.0,2.0,3.0,3,3,4,2,31.759062881443924,0,2,1,3,2
9.951090254244718,5.287774718838725,3.7177189860569593,280.615126529279,322.71423100837774,2.5938793173455306,1.6358417481081124,0.15524498977890028,13.275848370935156,5.0,2.0,2.0,3,2,4,1,29.826058206716198,0,3,2,2,2
7.04165152430942,6.571415870250315,3.0591937989538125,145.91587764434243,253.83964482182375,6.379171197131968,1.6393512078989285,1.04786614353834,15.468603071943644,3.0,2.0,4.0,2,2,5,1,21.921297051584137,0,2,1,2,2
7.628682046672366,5.400851272111479,3.866936382265175,151.5021230664225,193.84979525063818,4.057126758579239,0.8666700784697636,0.22770268752756068,6.060350573531888,3.0,3.0,4.0,3,3,5,2,33.28802024512611,1,3,2,3,1
5.787330051987944,5.831903653980093,2.561662970155338,166.02566553359347,251.6776091620183,4.847296198233939,0.8831446668964226,0.34307480099160215,11.45022905049489,5.0,3.0,2.0,3,2,5,2,24.640217517182975,0,2,1,2,1
5.607586751838658,5.047202197592933,5.865561246629678,118.47694984385315,317.5363350106871,3.2668003024736025,2.3467223387708436,0.2811316765557227,11.958439514582647,3.0,3.0,2.0,3,2,5,1,32.54302284406151,1,3,1,2,1
9.625051644788396,3.2739534434746194,3.2160852452351776,168.25423892530785,353.8743050202955,4.3118945379425115,2.4846557981376103,0.5241138200627511,10.231959934808819,4.0,3.0,3.0,3,3,4,1,23.32329207501273,0,2,2,3,2
10.712480057141645,6.578867780410629,2.6724800157293847,135.31701415927267,312.9433232482176,4.975734459982654,2.2838234057466584,0.9110949500417942,7.374211512817313,3.0,3.0,3.0,2,2,4,2,35.958156317834124,0,3,1,2,2
7.855979756839332,9.158879528965034,1.9971731939759567,114.13657837411233,327.737921299356,4.996828621591273,2.292961605445475,1.0368123347285474,13.161670075669067,4.0,4.0,2.0,3,2,4,1,33.477289183986834,1,2,1,2,2
10.007065795784047,6.033122935410189,4.316664229927726,172.93789973421596,273.03789002548984,5.162160085111536,2.069029537259759,0.380301156733311,3.5200428381495055,5.0,2.0,3.0,3,3,5,2,39.782181262674776,1,3,1,2,2
8.723272050095268,6.40547541104559,4.040624895393287,209.6669543520723,339.6998852996343,3.4475009349412353,1.6315227300781565,0.6134776946953767,7.291833256955434,3.0,3.0,3.0,2,2,4,1,35.79394243507482,1,3,2,3,2
6.709760490789751,7.246900959210347,2.4031747543030884,178.99317493943326,418.62662931087254,3.2794604912629675,1.3246203156790195,0.524571623781222,11.929205493057028,3.0,2.0,3.0,2,2,4,2,29.550667668476898,0,2,2,2,2
8.722791211016828,3.7152051062159415,3.691741614146907,186.91910260561724,356.38315539511893,1.6087355120985949,2.7103238499415534,0.20551722066678257,8.074720991443705,4.0,2.0,3.0,2,3,4,2,42.29442057467756,1,3,2,3,2
11.076073132931938,9.06452638463329,1.1897328381445724,129.17477573750804,364.7633510602352,4.784828516765405,1.1262791295095664,1.2267666723787833,12.991161312000465,4.0,3.0,2.0,2,2,4,2,33.06674782727271,1,2,2,3,2
7.928347921780097,6.364191833561043,3.2219646900877876,86.09521083326175,323.52131194453045,5.623568066985164,1.869979213880747,0.9088278686888767,5.220488138303999,5.0,3.0,2.0,3,2,4,2,11.509331036802632,1,3,1,3,2
11.129287311628012,8.937342418360396,3.5433076224920335,209.60550088399364,179.74759443203186,6.423972519876894,0.6959870020457535,0.5567347549133104,6.21974526512998,4.0,2.0,4.0,2,3,5,2,25.13059206416211,1,2,2,3,2
2.7605097918205113,4.680540608056819,5.048795771471067,232.1805955761904,216.42667754950054,4.457758951870762,0.8407009631495496,0.9745628280496963,7.670904574682563,4.0,2.0,3.0,3,2,4,2,28.811274177498934,0,3,2,3,1
9.643805008750448,9.272511460604084,2.075017436725573,211.71227095078729,336.3900640531075,2.850280340637146,1.2638454321427735,0.8636320138153414,10.043498193841321,4.0,2.0,2.0,2,2,4,1,40.46108379876427,0,2,1,2,2
8.174094136476343,7.39527988926261,1.4659768454372109,136.56856244081,299.12487584319314,1.4543557850658169,0.6960616232728364,0.5245584023245267,8.444949624049944,3.0,4.0,4.0,3,2,4,1,26.527883315276778,0,3,2,3,2
7.401985299068265,6.995472154534245,1.92548644688995,103.81462645084623,335.18743091782625,5.562500099625026,2.2978518254783005,0.5977890815983979,7.774001868593947,3.0,4.0,3.0,2,3,5,2,24.480183353375345,0,3,1,3,2
8.183521553071005,6.421244017835666,1.3961177996220961,107.37269208721733,434.11387342752585,1.3055851498336968,0.15196574845497057,0.9536378427129962,12.55099107774631,3.0,2.0,4.0,2,2,4,1,13.596236519526059,1,2,1,2,2
4.024862170798214,5.552648487465991,4.603988829310779,82.65069729543805,358.0828799383467,3.48909388338435,1.599229623381073,0.21615392566109587,12.783612438472877,3.0,2.9535714285714287,3.0,3,2,4,1,40.33555101384129,0,2,2,2,1
7.560656224324976,8.160956985252971,4.858367154028844,145.70485526359818,400.7108964594257,3.6635397580845313,1.6325080968421812,1.0021072091964016,7.964050585731111,3.0,2.0,2.0,2,3,5,1,41.516595075553965,0,3,1,3,2
8.714225143023492,6.2526477657264845,3.384259893538595,214.22711832329819,307.5745111576584,3.895817293223471,0.0,0.43246623179446514,4.725580481675844,4.0,2.0,4.0,2,3,5,2,20.88255399742128,0,3,2,3,2
10.955788089483033,2.459274533543126,4.465553934822178,223.1216674652409,235.42274580124482,4.05370390005376,1.0589761794763912,0.9574030228542701,3.448024147688515,4.0,3.0,2.0,2,2,4,2,18.64708181331369,0,2,1,3,1
6.963459563452705,3.9890643689273957,3.1607500566962825,162.092916013931,295.3707072628527,4.207221334551362,1.7556995380481428,0.49843202076115395,9.59822528695089,3.0,2.0,3.0,2,2,4,1,38.321783303935725,1,2,2,2,1
6.3830127942136246,5.665477646053055,2.885866022759081,205.02387857216834,235.61985490246897,0.37695510688220546,1.9287279932940682,0.6012818667418915,10.639889055546995,4.0,3.0,3.0,2,3,4,1,40.35873961277627,1,2,2,2,1
6.996485912830927,6.557998169697999,2.600354857135486,133.836187526704,424.66359654179587,4.02198386480519,1.2956927913998342,0.4897074930282623,9.157494463946364,5.0,3.0,3.0,2,3,5,2,24.223097791975093,1,3,1,3,2
9.830804235404148,5.898140719980187,2.6275308103469213,231.4212582687838,363.23128612283756,0.6556366388321839,2.1768882044807154,0.3404469131566318,8.822729732298104,5.0,2.0,4.0,2,3,5,2,28.140969186864165,1,2,2,3,2
8.657502219319369,8.194147421628594,1.1426381324291626,229.68377629989814,341.64099973026237,5.098327109636492,1.3906837427639591,0.4189835305567064,6.988643463264793,4.0,4.0,4.0,2,2,4,1,34.45536013595908,0,2,2,2,2
6.940479592465922,2.4880166447304752,3.3171057163288067,144.7555464527807,398.87545617824827,3.167312266294582,1.5136529120750568,0.9137334209505701,10.637449484784597,5.0,2.0,4.0,2,3,4,1,21.82618458936185,1,2,2,3,1
9.026534866226712,6.258458285709288,2.9515993077431473,126.89862943923148,138.39548683814198,0.7644449121649743,1.7516538689865537,0.0,13.195463447247274,4.0,2.0,2.0,2,2,4,1,22.75240936190208,0,3,2,2,1
8.194155098696081,2.7276373943031214,3.894432868893451,177.88952185561251,347.05103610741276,2.7786929839219363,2.4269996287341686,0.12831021655854885,3.45780580666111,5.0,4.0,4.0,3,2,4,1,27.269604121841276,1,2,1,3,2
9.937289981065778,7.367482131871503,3.1122281957263316,136.09900229924568,195.14833725565018,3.1448869912230193,0.8242819975844681,0.28235848719256934,8.806247028030711,3.0,3.0,3.0,3,2,4,1,22.0307599305454,0,2,2,3,2
6.595893812245295,5.829974314004395,2.80475555811709,103.73779131730655,299.4195441227471,5.786049426332507,1.0131781274817024,0.17649656226919364,6.574129126466,3.0,4.0,2.0,3,3,4,1,53.29860036891063,1,2,1,3,2
7.3446757068044635,6.7552979496434125,1.954568363990843,201.24954614091922,275.06339260262286,4.294956612625367,0.8311035082707853,0.9529938831246467,5.273835014865371,4.0,2.9535714285714287,3.0,3,3,4,1,39.9622676767964,1,2,1,2,2
7.215783693735685,4.445010670938421,3.0865838841861137,198.6578954910832,352.9389289677558,4.516667416525871,1.1678022838580666,0.8773030933559612,6.175060323038959,4.0,2.0,3.0,2,3,4,1,27.567407066194715,1,3,1,2,2
5.072970103735763,8.303036876983953,3.885884676979394,156.22046415054243,318.2549831168764,5.771832451330901,2.9262342580797647,0.6776095428183846,9.949182139211011,4.0,4.0,4.0,3,3,5,1,31.038553925139514,1,3,2,3,2
8.592240554129152,7.875104395305932,1.627993210699367,99.48540985087288,407.6093738889431,3.855783568113266,2.0727253193298223,0.3086587797567395,10.012405493977916,4.0,4.0,4.0,2,2,4,2,17.175197716825263,0,2,1,3,2
8.522110544359778,7.050379745421398,3.104968504416887,100.81894995130455,251.8482271253909,5.131281941548605,0.368910254831158,0.9005155600382411,12.650719402937,5.0,4.0,4.0,2,2,4,2,33.21436506331336,0,2,2,2,2
8.010226913284923,5.766868955645807,3.279651541835381,154.2891715367661,356.7291511706627,5.025791670897988,0.8995530344113254,0.023561022201336768,9.021953867863653,3.0,3.0,3.0,3,3,5,2,35.93078567113874,0,3,1,3,2
7.530825733249706,7.043743113531238,2.138322259658083,130.00515861979872,312.97785735190655,2.0702957596458815,1.8727672242764022,1.1425947920443806,4.604445925326054,5.0,4.0,2.0,2,2,5,1,24.65977163339661,1,3,1,3,2
5.1692585158991715,4.727593377622772,2.2945724341103997,136.35628271433566,169.1767783942758,6.209475366444744,0.5934922190672296,0.2946110608467348,8.404576144060071,3.0,2.0,4.0,3,3,5,1,26.406666463332982,0,3,2,2,1
7.158709354469282,7.540000186237282,3.276733018519457,190.87852620240014,226.5106833181574,1.8695473298939582,0.7746599591852431,0.4213894334475685,5.534052319460541,3.0,4.0,4.0,3,2,4,2,22.714026176480743,1,3,1,3,2
7.314570966946461,8.969065609783058,1.6398947780488524,179.32717269690232,288.00975731822655,5.376049974216772,2.844959666174149,0.37119684485158577,5.983010283944988,5.0,2.0,2.0,3,2,4,1,41.07867268578294,0,3,2,3,2
8.78047266245602,8.745005880187286,3.419908458299271,205.1257072199045,388.9833959913382,1.7243904446415508,0.8866243715268133,0.17806777577039695,10.451397646016238,4.0,3.0,3.0,3,3,4,1,40.67273981840758,0,3,2,2,2
7.677428576667982,4.686715554346662,1.92557475160896,110.37507106490969,337.09784460456916,4.90185518222751,2.4546668160293867,1.0775339371810757,9.48545226398605,5.0,3.0,3.0,2,2,5,2,33.13172079947094,0,2,2,2,2
8.808101713629076,6.6505511710915854,4.27542443163986,136.2723372525315,206.59993408954284,6.7928723172252585,2.7553231895309382,0.736668389235346,10.468913988588326,5.0,4.0,2.0,3,2,4,2,31.073713281129606,1,2,1,3,2
12.270935965409903,5.935887943030167,5.80539329446596,180.3592678184045,288.7747017562272,3.680532015174683,0.7665379088310357,0.8646411626239362,8.10626788182068,5.0,2.0,4.0,3,2,4,2,20.014944968104544,0,2,2,2,2
8.349155625663679,7.030302560116216,1.9670918379578164,167.92313364051566,461.4245159034424,3.6154665357202806,0.6100374434428586,0.1328992183817687,10.97632390856339,3.0,3.0,2.0,2,3,4,1,24.260113934146247,1,2,2,2,2
8.515100781445529,6.81108614315257,3.6410494348496094,211.29521530350488,308.89786678726864,4.915659998975274,1.2238679135188348,0.5542813481011998,7.9664927542747215,4.0,4.0,4.0,3,2,4,2,27.67272229129086,0,3,2,2,2
7.851108168467666,2.6343305888421047,2.127909714141577,166.8214682361628,273.81395399420836,3.5059053160561855,0.411372279326375,0.656308606799421,11.791707081855618,3.0,3.0,2.0,2,2,5,2,24.63720841891883,0,2,1,2,1
4.1624575694019175,3.908789080957745,4.249145008557347,223.92436416422208,339.33917126049766,6.727418055614232,1.6210338785027425,0.581226957064953,9.861597348678856,5.0,4.0,3.0,3,2,4,1,34.51158694794089,0,3,2,2,1
7.946972249101567,5.4903499858612195,1.481689909097742,171.60071206892565,361.0714463665576,4.288288374188044,1.2943480881466136,0.15188796467960003,8.482507823788456,5.0,2.0,3.0,3,3,4,2,16.890705077405133,1,3,2,3,2
8.120460419882052,5.458452455146513,3.5767041101132553,192.4866979035464,263.5065322015953,3.519745737668911,1.8605800158863015,0.822650006339191,9.530232610440242,3.0,4.0,3.0,2,2,4,1,19.68637704213378,1,3,1,3,2
12.926484224970572,3.8229415162461504,1.952413239732777,137.0594021286217,340.20598194971495,3.189571708156475,2.896943456232821,0.5364650248355463,8.955348247562705,3.0,2.0,3.0,2,3,4,1,24.9592265683252,1,2,1,2,2
7.615278070437755,6.700161712833931,2.7516184930819576,150.57148847535956,273.68884026633526,2.600577294740469,2.317484980770319,0.21351078930709916,12.990266288282307,4.0,3.0,2.0,2,3,5,1,17.41532389134189,0,3,2,2,2
8.603094684667225,6.452652496092922,1.7627696698232316,186.43777615357902,357.54620814635507,3.0583675198637654,1.9892397754123563,0.0,9.613594056446972,5.0,2.0,2.0,3,2,4,1,38.004989020069736,1,2,2,3,2
7.9305764605895135,5.650315562438665,3.9868205650749045,214.51912682372216,313.5754526377027,3.473989909512105,0.0,0.681999954046964,8.995968319013729,3.0,2.0,4.0,3,2,5,1,39.11491613052715,1,3,2,3,2
7.202777527863171,6.385796079583024,1.9956235746724957,179.16947797243012,338.5574261642314,3.26854138975213,1.943375982102375,1.23513672023945,8.403772857373001,3.0,3.0,2.0,3,2,4,2,16.448085495171824,1,2,2,3,1
10.285645629030041,7.887672827549814,3.662357111198193,146.67312912261522,239.26531630659966,3.0127370887943443,3.222627660704549,0.19542371799611558,11.107960548112526,3.0,2.0,4.0,2,2,4,2,32.31901717859727,0,3,2,2,2
9.503866065373549,8.979732803558932,2.5870823660852005,205.0934011811337,234.29708927417124,7.148261845528659,0.0,0.5511341151238898,10.769783347633762,3.0,2.0,2.0,2,2,5,1,26.77170299936885,0,2,1,3,2
9.582063894086094,5.129589329076233,2.8626331538413643,62.320853748804765,375.6397843727516,2.454857385265765,2.1893825429756255,0.833149183727473,8.31539592421843,5.0,4.0,2.0,3,2,5,1,29.915727214567596,1,3,1,3,2
6.181225090410522,4.898099549121323,3.1773070888801542,93.11061993972505,293.6482894891605,4.2199488814692625,1.3406414252435357,0.11910432016960965,6.110896213442978,4.0,2.0,2.0,2,3,4,2,34.27577297168143,1,3,2,2,1
